date,campaign_name,adset_name,ad_name,impressions,clicks,spend,conversions,thruplay,광고목적
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] 일본원정템_7.1W,[26.07]F_V_JD멜_인지_쫀득바출시_신규BP_외부BP_var3.릴스_화내기.X_2P_문선정_260703_빙과_이하림,121,0,234.0,0,14,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] 초딩유행템_6.3W,[26.06]F_V_JD멜_인지_쫀득바출시_일상반응형_누나동생_var1.렉카_편지.X_1P_문선정_260615_빙과_노현경,3789,0,14400.0,0,1151,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] 인물리뷰형(수현님)_7.2W,[26.07]F_V_JD멜_인지_쫀득바출시_인물리뷰형_관계강조형_var1.릴스_치즈칩.X_1P_김유진_260710_빙과_이수현,39,0,73.0,0,6,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] 떡볶이BP_7.1W,[26.07]F_V_JD멜_인지_쫀득바출시_신규BP_떡볶이BP_var5.릴스_공통.X_2P_김유진_260703_빙과_조의진,11488,0,30029.0,0,2119,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] 인물리뷰형(영현님)_7.2W,[26.07]F_V_JD멜_인지_쫀득바출시_인물리뷰형_누나동생_var1.릴스_하나사려고.X_2P_문선정_260710_빙과_유영현,831,0,2935.0,0,149,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] 초딩유행템_6.3W,[26.06]F_V_JD멜_인지_쫀득바출시_일상반응형_누나동생_var4.렉카_먹방.X_1P_문선정_260615_빙과_노현경,42,0,25.0,0,2,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] 일본원정템_7.1W,[26.07]F_V_JD멜_인지_쫀득바출시_신규BP_외부BP_main.릴스_메인.키노피오브금.X_2P_문선정_260703_빙과_이하림,286,0,961.0,0,73,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] 초딩유행템_6.3W,[26.06]F_V_JD멜_인지_쫀득바출시_일상반응형_누나동생_main.렉카_떼쓰기.X_1P_문선정_260615_빙과_노현경,1499,0,4823.0,0,296,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] 인물리뷰형(수현님)_7.2W,[26.07]F_V_JD멜_인지_쫀득바출시_인물리뷰형_관계강조형_var5.릴스_하몽.당황.X_1P_김유진_260710_빙과_이수현,6054,0,15921.0,0,1359,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] 일본원정템_7.1W,[26.07]F_V_JD멜_인지_쫀득바출시_신규BP_외부BP_var1.릴스_메인.일반브금.X_2P_문선정_260703_빙과_이하림,7087,0,24999.0,0,1447,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] 일상반응형(영현님)_7.2W,[26.07]F_V_JD멜_인지_쫀득바출시_일상반응형_누나동생_var1.릴스_시무룩.X_2P_문선정_260710_빙과_유영현,698,0,2851.0,0,220,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] AI형(실수네고2)_7.2W,[26.07]F_V_JD멜_인지_쫀득바출시_기타_AI활용형_main.릴스_실수네고형.원재료발주.본론.AI건_1P_문선정_260710_빙과_강다빈,20376,0,44114.0,0,6598,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] 일본원정템_7.1W,[26.07]F_V_JD멜_인지_쫀득바출시_신규BP_외부BP_var2.릴스_POV.X_2P_문선정_260703_빙과_이하림,1488,0,3834.0,0,229,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] 일상반응형(영현님)_7.2W,[26.07]F_V_JD멜_인지_쫀득바출시_일상반응형_누나동생_var4.릴스_슈기.X_2P_문선정_260710_빙과_유영현,2676,0,10389.0,0,665,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] 일상반응형(요한님)_7.2W,[26.07]F_V_JD멜_인지_쫀득바출시_일상반응형_지인대화_var4.릴스_공통.X_1P_영상팀_260710_빙과_정요한,15372,0,45161.0,0,4429,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] AI형(실수네고2)_7.2W,[26.07]F_V_JD멜_인지_쫀득바출시_기타_AI활용형_var1.릴스_실수네고형.원재료발주.혼쭐후킹.AI건_1P_문선정_260710_빙과_강다빈,1294,0,2964.0,0,128,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] 바이럴형_7.2W,[26.07]F_V_JD멜_인지_쫀득바출시_바이럴형_렉카형_var1.릴스_슈기X.초딩후킹.X_1P_문선정_260710_빙과_김진수,2588,0,8337.0,0,553,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] 인물리뷰형(영현님)_7.2W,[26.07]F_V_JD멜_인지_쫀득바출시_인물리뷰형_누나동생_main.릴스_버스타고.X_2P_문선정_260710_빙과_유영현,12319,0,28508.0,0,1990,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] 일상반응형(영현님)_7.2W,[26.07]F_V_JD멜_인지_쫀득바출시_일상반응형_누나동생_var5.릴스_황치즈.X_2P_문선정_260710_빙과_유영현,4613,0,14440.0,0,1702,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] 양배추BP_7.2W,[26.07]F_V_JD멜_전환_쫀득바출시_신규BP_양배추bp_main.릴스_인지.공통.X_2P_김유진_260710_빙과_이하림,6531,0,16127.0,0,1282,인지
2026-07-13,[빙과_스틱바]_쫀득바_인지_video,[멜론] AI형(실수네고1)_7.2W,[26.07]F_V_JD멜_인지_쫀득바출시_기타_AI활용형_var1.릴스_실수네고형.할인가실수.비상상황.AI건_1P_문선정_260709_빙과_함주현,9484,0,36355.0,0,2818,인지
