소재명,tiktok_link,ad_id,item_id
[26.07]F_V_JD멜_인지_쫀득바출시_바이럴형_정보전달형_main.렉카_건희소스활용.X_1P_김유진_260721_빙과_정요한,https://www.tiktok.com/embed/v2/7665143411732761857,1871371023505473,7665143411732761857
