date,ad_id,campaign_name,adset_name,ad_name,impressions,clicks,spend,conversions,thruplay,광고목적
2026-08-26,1873959526530274,[빙과_스틱바]_쫀득바_인지2_video,[멜론] 책상네고 대체_6.4W,[26.06]F_V_JD멜_인지_쫀득바출시_기타_비하인드썰풀기_var1.릴스_짤림후킹.X_1P_김유진_260626_빙과_강다빈_N8xnAoaE.mp4_[26.06]F_V_JD멜_인지_쫀득바출시_기타_비하인드썰풀기_var1.릴스_짤림후킹.X_1P_김유진_260626_빙과_강다빈,186,0,51.0,0,13,인지
2026-08-26,1874370084620641,[빙과_스틱바]_쫀득바_인지2_video,[멜론] 무디 파트너십 광고 (26년 10월까지만 활용 가능),suj_43_2u1JOHAq.mp4_suj_43,775,0,1641.0,0,288,인지
2026-08-26,1873959568365938,[빙과_스틱바]_쫀득바_인지2_video,[멜론] 부자들만먹는_6.4W,[26.06]F_V_JD멜_인지_쫀득바출시_신규BP_먹방형_var3.릴스_5만원멜론.X_1P_문선정_260626_빙과_이수민_4jVCt9QI.mp4_[26.06]F_V_JD멜_인지_쫀득바출시_신규BP_먹방형_var3.릴스_5만원멜론.X_1P_문선정_260626_빙과_이수민,14,0,3.0,0,1,인지
2026-08-26,1873959526530242,[빙과_스틱바]_쫀득바_인지2_video,[멜론] 책상네고 대체_6.4W,[26.06]F_V_JD멜_인지_쫀득바출시_기타_비하인드썰풀기_var2.릴스_POV.X_1P_김유진_260626_빙과_강다빈_dvNEWTwx.mp4_[26.06]F_V_JD멜_인지_쫀득바출시_기타_비하인드썰풀기_var2.릴스_POV.X_1P_김유진_260626_빙과_강다빈,12,0,12.0,0,2,인지
2026-08-26,1873959636476066,[빙과_스틱바]_쫀득바_인지2_video,[멜론] 초딩유행템_6.3W,[26.06]F_V_JD멜_인지_쫀득바출시_일상반응형_누나동생_main.렉카_떼쓰기.X_1P_문선정_260615_빙과_노현경_pKk6yJO4.mp4_[26.06]F_V_JD멜_인지_쫀득바출시_일상반응형_누나동생_main.렉카_떼쓰기.X_1P_문선정_260615_빙과_노현경,1333,0,1994.0,0,357,인지
2026-08-26,1874371832550769,[빙과_스틱바]_쫀득바_인지2_video,[멜론] 무디 파트너십 광고 (26년 10월까지만 활용 가능),doyouknow_omg_MfVCQSX8.mp4_doyouknow_omg,364,0,684.0,0,158,인지
2026-08-26,1874030331270737,[빙과_스틱바]_쫀득바_인지2_video,[망고] 전화네고형_6.3W,[26.06]F_V_JD망_인지_쫀득바출시_네고형_전화네고형_main.릴스_공통.X_2P_문선정_260622_빙과_조의진_NYzLctHZ.mp4_[26.06]F_V_JD망_인지_쫀득바출시_네고형_전화네고형_main.릴스_공통.X_2P_문선정_260622_빙과_조의진,436,0,654.0,0,126,인지
2026-08-26,1874370069524738,[빙과_스틱바]_쫀득바_인지2_video,[멜론] 무디 파트너십 광고 (26년 10월까지만 활용 가능),dodoscene_9lkPTqUt.mp4_dodoscene,197,0,576.0,0,126,인지
2026-08-26,1873959625221409,[빙과_스틱바]_쫀득바_인지2_video,[멜론] 스틱바BP_6.3W,[26.06]F_V_JD멜_인지_쫀득바출시_인물리뷰형_4050대세감_var2.릴스_POV.트민남.X_1P_문선정_260619_빙과_강다빈_xGahm3uq.mp4_[26.06]F_V_JD멜_인지_쫀득바출시_인물리뷰형_4050대세감_var2.릴스_POV.트민남.X_1P_문선정_260619_빙과_강다빈,1060,0,2064.0,0,395,인지
2026-08-26,1874370081743346,[빙과_스틱바]_쫀득바_인지2_video,[멜론] 무디 파트너십 광고 (26년 10월까지만 활용 가능),quan_d__orndSwaq.mp4_quan_d_,3893,0,6546.0,0,1162,인지
2026-08-26,1873959560792561,[빙과_스틱바]_쫀득바_인지2_video,[멜론] 부자들만먹는_6.4W,[26.06]F_V_JD멜_인지_쫀득바출시_신규BP_먹방형_var1.릴스_쫀득.X_1P_문선정_260626_빙과_이수민_PAw0dpIV.mp4_[26.06]F_V_JD멜_인지_쫀득바출시_신규BP_먹방형_var1.릴스_쫀득.X_1P_문선정_260626_빙과_이수민,4,0,6.0,0,1,인지
2026-08-26,1873959541011649,[빙과_스틱바]_쫀득바_인지2_video,[멜론] 농부대첩_6.4W,[26.06]F_V_JD멜_인지_쫀득바출시_신규BP_농부대첩BP_main.릴스_공통.X_2P_김유진_260626_빙과_노현경_VoRCtWIf.mp4_[26.06]F_V_JD멜_인지_쫀득바출시_신규BP_농부대첩BP_main.릴스_공통.X_2P_김유진_260626_빙과_노현경,70,0,94.0,0,16,인지
2026-08-26,1874370074586241,[빙과_스틱바]_쫀득바_인지2_video,[멜론] 무디 파트너십 광고 (26년 10월까지만 활용 가능),b0.__.0k_BWlm0kJ3.mp4_b0.__.0k,497,0,721.0,0,192,인지
2026-08-26,1874370074461601,[빙과_스틱바]_쫀득바_인지2_video,[멜론] 무디 파트너십 광고 (26년 10월까지만 활용 가능),ksxxida_n57kQYyo.mp4_ksxxida,7009,1,22818.0,0,4883,인지
2026-08-26,1873959654248546,[빙과_스틱바]_쫀득바_인지2_video,[멜론] 요거트바BP_6.3W,[26.06]F_V_JD멜_인지_쫀득바출시_인물리뷰형_편의점원정_var1.릴스_맛.X_1P_문선정_260612_빙과_정요한_USPOMvkw.mp4_[26.06]F_V_JD멜_인지_쫀득바출시_인물리뷰형_편의점원정_var1.릴스_맛.X_1P_문선정_260612_빙과_정요한,29,0,9.0,0,2,인지
2026-08-26,1873959662058609,[빙과_스틱바]_쫀득바_인지2_video,[멜론] 요거트바BP_6.3W,[26.06]F_V_JD멜_인지_쫀득바출시_인물리뷰형_편의점원정_var4.릴스_대세감.X_1P_문선정_260612_빙과_정요한_dTrqo0s9.mp4_[26.06]F_V_JD멜_인지_쫀득바출시_인물리뷰형_편의점원정_var4.릴스_대세감.X_1P_문선정_260612_빙과_정요한,8,0,11.0,0,2,인지
