date,campaign_name,adset_name,ad_name,impressions,clicks,spend,conversions,thruplay,광고목적
2026-02-03,[파인트] 파인트 전체_전환_video,말차 파인트,[25.07]F_V_P말_전환_멜론바리뉴얼기념_대화형_네고형_main.릴스_집에서네고._2507KR1_이석영_250721_1T_이신규,4497,71,36801.0,9,0,전환
2026-02-03,[파인트] 파인트 전체_전환_video,(운영X[복요파] 2026_고효율_video,[26.01]F_V_P복_전환_복요파출시_기타_과메기BP_main.릴스_공통시작._09_전시은_260130_1T_이미진,28167,631,192493.0,41,0,전환
2026-02-03,[파인트] 파인트 전체_전환_video,초코 파인트,[25.07]F_V_P초_전환_멜론바리뉴얼기념_직원리뷰형_초코파인트_var1.릴스_쫀득후킹._2507KR1_영상팀_250725_1T_한지희,6394,46,14110.0,1,0,전환
2026-02-03,[파인트] 파인트 전체_전환_video,(운영X) [복요파] 2025_고효율_video,[25.12]F_V_P복_전환_복요파출시_기타_노아이디어BP_var3.릴스_요아정콘텐츠._2512KR0_전시은_251212_1T_이미진,10996,179,72474.0,13,0,전환
2026-02-03,[파인트] 파인트 전체_전환_video,말차 파인트,[25.07]F_V_P말_전환_멜론바리뉴얼기념_대화형_역네고형_var2.릴스_조회수200만._2507KR1_이석영_250722_1T_이신규,42878,682,291087.0,54,0,전환
2026-02-03,[파인트] 파인트 전체_전환_video,(운영X[복요파] 2026_고효율_video,[25.12]F_V_P복_전환_복요파출시_기타_소고기BP_var2.릴스_원물 강조._2512KR0_전시은_251226_1T_피재은,3178,53,3298.0,2,0,전환
2026-02-03,[파인트] 파인트 전체_전환_video,초코 파인트,[25.07]F_V_P초_전환_멜론바리뉴얼기념_악플읽기형_가격_var3.릴스_비주얼선._2507KR2_영상팀_250725_1T_노현경,41934,538,95980.0,32,0,전환
2026-02-03,[파인트] 파인트 전체_전환_video,말차 파인트,[25.10]F_V_P말_전환_멜론바리뉴얼기념_네고형_고독한미식가_var2.릴스_네고버전.숏._2510KR1_안예빈_251017_1T_조의진,14822,220,100559.0,21,0,전환
2026-02-03,[파인트] 파인트 전체_전환_video,(운영X[복요파] 2026_고효율_video,[25.12]F_V_PC초_전환_복요파출시_취식강조형_ASMR_main.릴스_토핑+혜택.cs문구추가_2511KR0_안예빈_251128_2T_신지우,6995,162,51080.0,11,0,전환
2026-02-03,[파인트] 파인트 전체_전환_video,초코 파인트,[25.07]F_V_P초_전환_멜론바리뉴얼기념_대화형_역네고_main.릴스_쫀득후킹._2507KR1_영상팀_250725_1T_윤하린,13322,117,49816.0,14,0,전환
2026-02-03,[파인트] 파인트 전체_전환_video,(운영X[복요파] 2026_고효율_video,[25.12]F_V_P복_전환_복요파출시_기타_미틀리에(소고기)BP_var2.릴스_반반._2512KR0_전시은_251219_1T_피재은,1198,19,3634.0,0,0,전환
2026-02-03,[파인트] 파인트 전체_전환_video,(운영X) [복요파] 2025_고효율_video,[25.11]F_V_P복_전환_복요파출시_기타_제조과정_var2.릴스_백원._2511KR0_안예빈_251111_1T_이미진,1526,19,4908.0,0,0,전환
2026-02-03,[파인트] 파인트 전체_전환_video,말차 파인트,[25.10]F_V_P말_전환_멜론바리뉴얼기념_네고형_역네고_var2.릴스_숏._2510KR0_안예빈_251031_1T_조의진,7048,99,51076.0,9,0,전환
2026-02-03,[파인트] 파인트 전체_전환_video,(운영X[복요파] 2026_고효율_video,[26.01]F_V_P복_전환_복요파출시_기타_심야식당BP_var2.릴스_비교후킹._08_전시은_260116_1T_정요한,3961,55,10931.0,5,0,전환
2026-02-03,[파인트] 파인트 전체_전환_video,초코 파인트,[25.07]F_V_P초_전환_멜론바리뉴얼기념_대화형_역네고_var2.릴스_이사악플._2507KR1_영상팀_250725_1T_윤하린,21391,153,75322.0,13,0,전환
