date,ad_id,campaign_name,adset_name,ad_name,impressions,clicks,spend,conversions,thruplay,광고목적
2026-08-05,1872673583158881,[빙과_스틱바]_쫀득바_인지_video,08.05_2030선망성 TEST,[26.08]F_V_JD멜_인지_쫀득바출시_바이럴형_선망성_main.렉카_2030선망성.말 한마디로 팩폭.강찬띠니.X_2P_김바다_260805_빙과_최재헌,9408,0,14557.0,0,1877,인지
2026-08-05,1872587110104722,[빙과_스틱바]_쫀득바_인지_video,0804_4050 남성 TEST,26.08]F_V_JD멜_인지_쫀득바출시_바이럴형_테스트_main.렉카_4050남성트렌드.SNS에서.X_2P_김바다_260804_빙과_최재헌,20558,0,20968.0,0,6755,인지
2026-08-05,1872587110103650,[빙과_스틱바]_쫀득바_인지_video,0804_4050 남성 TEST,[26.08]F_V_JD멜_인지_쫀득바출시_바이럴형_테스트_var1.렉카_4050남성트렌드.유행끝.X_2P_김바다_260804_빙과_최재헌,3214,0,3820.0,0,945,인지
2026-08-05,1872587110103666,[빙과_스틱바]_쫀득바_인지_video,0804_4050 남성 TEST,[26.08]F_V_JD멜_인지_쫀득바출시_바이럴형_테스트_var2.렉카_4050남성트렌드.은근트렌디.X_2P_김바다_260804_빙과_최재헌,4629,0,8226.0,0,1423,인지
2026-08-05,1872587110104770,[빙과_스틱바]_쫀득바_인지_video,0804_4050 남성 TEST (타겟),[26.08]F_V_JD멜_인지_쫀득바출시_바이럴형_테스트_var1.렉카_4050남성트렌드.유행끝.X_2P_김바다_260804_빙과_최재헌,1170,0,3006.0,0,351,인지
2026-08-05,1872587110104754,[빙과_스틱바]_쫀득바_인지_video,0804_4050 남성 TEST (타겟),[26.08]F_V_JD멜_인지_쫀득바출시_바이럴형_테스트_var3.렉카_4050남성트렌드.알고리즘.X_2P_김바다_260804_빙과_최재헌,1968,0,4871.0,0,581,인지
2026-08-05,1872587110105170,[빙과_스틱바]_쫀득바_인지_video,0804_4050 남성 TEST (타겟),26.08]F_V_JD멜_인지_쫀득바출시_바이럴형_테스트_main.렉카_4050남성트렌드.SNS에서.X_2P_김바다_260804_빙과_최재헌,8922,0,18381.0,0,2595,인지
2026-08-05,1872587110103634,[빙과_스틱바]_쫀득바_인지_video,0804_4050 남성 TEST,[26.08]F_V_JD멜_인지_쫀득바출시_바이럴형_테스트_var3.렉카_4050남성트렌드.알고리즘.X_2P_김바다_260804_빙과_최재헌,3798,0,3982.0,0,812,인지
2026-08-05,1872587110105154,[빙과_스틱바]_쫀득바_인지_video,0804_4050 남성 TEST (타겟),[26.08]F_V_JD멜_인지_쫀득바출시_바이럴형_테스트_var2.렉카_4050남성트렌드.은근트렌디.X_2P_김바다_260804_빙과_최재헌,4182,0,10320.0,0,1293,인지
2026-08-05,1872673874641346,[빙과_스틱바]_쫀득바_인지_video,08.05_2030선망성 TEST (타겟),[26.08]F_V_JD멜_인지_쫀득바출시_바이럴형_선망성_var1.렉카_2030선망성.대한민국 1티어.발레리나.X_2P_김바다_260805_빙과_최재헌,31705,0,86359.0,0,14453,인지
2026-08-05,1872673874641362,[빙과_스틱바]_쫀득바_인지_video,08.05_2030선망성 TEST (타겟),[26.08]F_V_JD멜_인지_쫀득바출시_바이럴형_선망성_main.렉카_2030선망성.말 한마디로 팩폭.강찬띠니.X_2P_김바다_260805_빙과_최재헌,7349,0,14258.0,0,1459,인지
2026-08-05,1872673705816737,[빙과_스틱바]_쫀득바_인지_video,08.05_2030선망성 TEST,[26.08]F_V_JD멜_인지_쫀득바출시_바이럴형_선망성_var1.렉카_2030선망성.대한민국 1티어.발레리나.X_2P_김바다_260805_빙과_최재헌,36259,0,86180.0,0,14349,인지
